location,date,hour,wind speed
  225,20190326,   19,   50
  225,20190326,   20,   60
  225,20190326,   21,   50
  225,20190326,   22,   40
  225,20190326,   23,   40
  225,20190326,   24,   40
  225,20190327,    1,   40
  225,20190327,    2,   30
  225,20190327,    3,   30
  225,20190327,    4,   30
  225,20190327,    5,   30
  225,20190327,    6,   30
  225,20190327,    7,   30
  225,20190327,    8,   40
  225,20190327,    9,   40
  225,20190327,   10,   30
  225,20190327,   11,   40
  225,20190327,   12,   40
  225,20190327,   13,   30
  225,20190327,   14,   30
  225,20190327,   15,   30
  225,20190327,   16,   40
  225,20190327,   17,   40
  225,20190327,   18,   40
  225,20190327,   19,   40
  225,20190327,   20,   40
  225,20190327,   21,   30
  225,20190327,   22,   30
  225,20190327,   23,   30
  225,20190327,   24,   30
  225,20190328,    1,   20
  225,20190328,    2,   40
  225,20190328,    3,   40
  225,20190328,    4,   30
  225,20190328,    5,   30
  225,20190328,    6,   40
  225,20190328,    7,   30
  225,20190328,    8,   30
  225,20190328,    9,   30
  225,20190328,   10,   30
  225,20190328,   11,   40
  225,20190328,   12,   40
  225,20190328,   13,   30
  225,20190328,   14,   30
  225,20190328,   15,   20
  225,20190328,   16,   30
  225,20190328,   17,   20
  225,20190328,   18,   20
  225,20190328,   19,   10
  225,20190328,   20,   20
  225,20190328,   21,   20
  225,20190328,   22,   20
  225,20190328,   23,   10
  225,20190328,   24,   20
  225,20190329,    1,   20
  225,20190329,    2,   20
  225,20190329,    3,   20
  225,20190329,    4,   20
  225,20190329,    5,   20
  225,20190329,    6,   20
  225,20190329,    7,   20
  225,20190329,    8,   20
  225,20190329,    9,   20
  225,20190329,   10,   30
  225,20190329,   11,   30
  225,20190329,   12,   30
  225,20190329,   13,   30
  225,20190329,   14,   30
  225,20190329,   15,   30
  225,20190329,   16,   40
  225,20190329,   17,   30
  225,20190329,   18,   40
  225,20190329,   19,   40
  225,20190329,   20,   30
  225,20190329,   21,   20
  225,20190329,   22,   30
  225,20190329,   23,   30
  225,20190329,   24,   30
  225,20190330,    1,   40
  225,20190330,    2,   30
  225,20190330,    3,   30
  225,20190330,    4,   30
  225,20190330,    5,   30
  225,20190330,    6,   30
  225,20190330,    7,   20
  225,20190330,    8,   10
  225,20190330,    9,   20
  225,20190330,   10,   20
  225,20190330,   11,   30
  225,20190330,   12,   30
  225,20190330,   13,   30
  225,20190330,   14,   30
  225,20190330,   15,   20
  225,20190330,   16,   20
  225,20190330,   17,   20
  225,20190330,   18,   30
  225,20190330,   19,   20
  225,20190330,   20,   30
  225,20190330,   21,   30
  225,20190330,   22,   40
  225,20190330,   23,   50
  225,20190330,   24,   50
  225,20190331,    1,   60
  225,20190331,    2,   60
  225,20190331,    3,   60
  225,20190331,    4,   60
  225,20190331,    5,   50
  225,20190331,    6,   70
  225,20190331,    7,   70
  225,20190331,    8,   80
  225,20190331,    9,   90
  225,20190331,   10,   80
  225,20190331,   11,   80
  225,20190331,   12,   80
  225,20190331,   13,   80
  225,20190331,   14,   80
  225,20190331,   15,   80
  225,20190331,   16,   90
  225,20190331,   17,  100
  225,20190331,   18,  100
  225,20190331,   19,   90
  225,20190331,   20,  100
  225,20190331,   21,  110
  225,20190331,   22,   90
  225,20190331,   23,   80
  225,20190331,   24,   90
  225,20190401,    1,   90
  225,20190401,    2,   90
  225,20190401,    3,   90
  225,20190401,    4,   90
  225,20190401,    5,   70
  225,20190401,    6,   80
  225,20190401,    7,   80
  225,20190401,    8,   90
  225,20190401,    9,   80
  225,20190401,   10,   70
  225,20190401,   11,   70
  225,20190401,   12,   70
  225,20190401,   13,   60
  225,20190401,   14,   60
  225,20190401,   15,   50
  225,20190401,   16,   60
  225,20190401,   17,   60
  225,20190401,   18,   60
  225,20190401,   19,   40
  225,20190401,   20,   30
  225,20190401,   21,   30
  225,20190401,   22,   40
  225,20190401,   23,   30
  225,20190401,   24,   30
  225,20190402,    1,   40
  225,20190402,    2,   40
  225,20190402,    3,   50
  225,20190402,    4,   50
  225,20190402,    5,   60
  225,20190402,    6,   60
  225,20190402,    7,   60
  225,20190402,    8,   60
  225,20190402,    9,   60
  225,20190402,   10,   70
  225,20190402,   11,   70
  225,20190402,   12,   60
  225,20190402,   13,   50
  225,20190402,   14,   40
  225,20190402,   15,   60
  225,20190402,   16,   30
  225,20190402,   17,   50
  225,20190402,   18,   40
  225,20190402,   19,   60
  225,20190402,   20,   90
  225,20190402,   21,   90
  225,20190402,   22,   90
  225,20190402,   23,   80
  225,20190402,   24,   80
  225,20190403,    1,   90
  225,20190403,    2,   70
  225,20190403,    3,   70
  225,20190403,    4,   70
  225,20190403,    5,   40
  225,20190403,    6,   40
  225,20190403,    7,   30
  225,20190403,    8,   30
  225,20190403,    9,   40
  225,20190403,   10,   50
  225,20190403,   11,   50
  225,20190403,   12,   60
  225,20190403,   13,   50
  225,20190403,   14,   50
  225,20190403,   15,   40
  225,20190403,   16,   20
  225,20190403,   17,   30
  225,20190403,   18,   20
  225,20190403,   19,   30
  225,20190403,   20,   40
  225,20190403,   21,   30
  225,20190403,   22,   20
  225,20190403,   23,   30
  225,20190403,   24,   30
  225,20190404,    1,   40
  225,20190404,    2,   40
  225,20190404,    3,   40
  225,20190404,    4,   40
  225,20190404,    5,   40
  225,20190404,    6,   30
  225,20190404,    7,   30
  225,20190404,    8,   30
  225,20190404,    9,   30
  225,20190404,   10,   30
  225,20190404,   11,   30
  225,20190404,   12,   30
  225,20190404,   13,   30
  225,20190404,   14,   40
  225,20190404,   15,   30
  225,20190404,   16,   40
  225,20190404,   17,   40
  225,20190404,   18,   40
  225,20190404,   19,   40
  225,20190404,   20,   30
  225,20190404,   21,   40
  225,20190404,   22,   30
  225,20190404,   23,   30
  225,20190404,   24,   30
  225,20190405,    1,   40
  225,20190405,    2,   30
  225,20190405,    3,   30
  225,20190405,    4,   20
  225,20190405,    5,   20
  225,20190405,    6,   30
  225,20190405,    7,   40
  225,20190405,    8,   40
  225,20190405,    9,   40
  225,20190405,   10,   40
  225,20190405,   11,   40
  225,20190405,   12,   50
  225,20190405,   13,   50
  225,20190405,   14,   50
  225,20190405,   15,   60
  225,20190405,   16,   60
  225,20190405,   17,   60
  225,20190405,   18,   70
  225,20190405,   19,   60
  225,20190405,   20,   40
  225,20190405,   21,   50
  225,20190405,   22,   50
  225,20190405,   23,   50
  225,20190405,   24,   50
  225,20190406,    1,   60
  225,20190406,    2,   60
  225,20190406,    3,   60
  225,20190406,    4,   70
  225,20190406,    5,   60
  225,20190406,    6,   70
  225,20190406,    7,   80
  225,20190406,    8,   60
  225,20190406,    9,   60
  225,20190406,   10,   60
  225,20190406,   11,   50
  225,20190406,   12,   50
  225,20190406,   13,   60
  225,20190406,   14,   60
  225,20190406,   15,   50
  225,20190406,   16,   50
  225,20190406,   17,   60
  225,20190406,   18,   60
  225,20190406,   19,   60
  225,20190406,   20,   60
  225,20190406,   21,   50
  225,20190406,   22,   40
  225,20190406,   23,   40
  225,20190406,   24,   40
  225,20190407,    1,   40
  225,20190407,    2,   40
  225,20190407,    3,   40
  225,20190407,    4,   50
  225,20190407,    5,   50
  225,20190407,    6,   60
  225,20190407,    7,   70
  225,20190407,    8,   60
  225,20190407,    9,   60
  225,20190407,   10,   60
  225,20190407,   11,   60
  225,20190407,   12,   70
  225,20190407,   13,   50
  225,20190407,   14,   70
  225,20190407,   15,   70
  225,20190407,   16,   80
  225,20190407,   17,   80
  225,20190407,   18,   80
  225,20190407,   19,   60
  225,20190407,   20,   60
  225,20190407,   21,   60
  225,20190407,   22,   60
  225,20190407,   23,   70
  225,20190407,   24,   70
  225,20190408,    1,   70
  225,20190408,    2,   70
  225,20190408,    3,   60
  225,20190408,    4,   70
  225,20190408,    5,   60
  225,20190408,    6,   60
  225,20190408,    7,   60
  225,20190408,    8,   60
  225,20190408,    9,   50
  225,20190408,   10,   50
  225,20190408,   11,   60
  225,20190408,   12,   60
  225,20190408,   13,   70
  225,20190408,   14,   70
  225,20190408,   15,   70
  225,20190408,   16,   80
  225,20190408,   17,   90
  225,20190408,   18,   80
  225,20190408,   19,   90
  225,20190408,   20,  100
  225,20190408,   21,  100
  225,20190408,   22,  100
  225,20190408,   23,   90
  225,20190408,   24,   90
  225,20190409,    1,  100
  225,20190409,    2,  110
  225,20190409,    3,  100
  225,20190409,    4,   80
  225,20190409,    5,   90
  225,20190409,    6,   80
  225,20190409,    7,  100
  225,20190409,    8,  110
  225,20190409,    9,  130
  225,20190409,   10,  130
  225,20190409,   11,  120
  225,20190409,   12,  120
  225,20190409,   13,  110
  225,20190409,   14,  110
  225,20190409,   15,  110
  225,20190409,   16,  120
  225,20190409,   17,  110
  225,20190409,   18,   90
  225,20190409,   19,  100
  225,20190409,   20,  100
  225,20190409,   21,  100
  225,20190409,   22,  100
  225,20190409,   23,   80
  225,20190409,   24,   80
  225,20190410,    1,   80
  225,20190410,    2,   80
  225,20190410,    3,   70
  225,20190410,    4,   70
  225,20190410,    5,   90
  225,20190410,    6,   80
  225,20190410,    7,   90
  225,20190410,    8,  110
  225,20190410,    9,  110
  225,20190410,   10,  100
  225,20190410,   11,   90
  225,20190410,   12,   90
  225,20190410,   13,   90
  225,20190410,   14,   90
  225,20190410,   15,  100
  225,20190410,   16,  110
  225,20190410,   17,  120
  225,20190410,   18,  110
  225,20190410,   19,   90
  225,20190410,   20,   80
  225,20190410,   21,   80
  225,20190410,   22,   80
  225,20190410,   23,   70
  225,20190410,   24,   60
  225,20190411,    1,   60
  225,20190411,    2,   60
  225,20190411,    3,   70
  225,20190411,    4,   70
  225,20190411,    5,   70
  225,20190411,    6,   70
  225,20190411,    7,   70
  225,20190411,    8,   70
  225,20190411,    9,   70
  225,20190411,   10,   60
  225,20190411,   11,   60
  225,20190411,   12,   50
  225,20190411,   13,   70
  225,20190411,   14,   60
  225,20190411,   15,   70
  225,20190411,   16,   80
  225,20190411,   17,   90
  225,20190411,   18,  100
  225,20190411,   19,   80
  225,20190411,   20,   70
  225,20190411,   21,   70
  225,20190411,   22,   70
  225,20190411,   23,   80
  225,20190411,   24,   70
  225,20190412,    1,   70
  225,20190412,    2,   70
  225,20190412,    3,   70
  225,20190412,    4,   60
  225,20190412,    5,   50
  225,20190412,    6,   60
  225,20190412,    7,   60
  225,20190412,    8,   60
  225,20190412,    9,   60
  225,20190412,   10,   60
  225,20190412,   11,   60
  225,20190412,   12,   50
  225,20190412,   13,   60
  225,20190412,   14,   60
  225,20190412,   15,   50
  225,20190412,   16,   50
  225,20190412,   17,   70
  225,20190412,   18,   70
  225,20190412,   19,   70
  225,20190412,   20,   70
  225,20190412,   21,   60
  225,20190412,   22,   80
  225,20190412,   23,   70
  225,20190412,   24,   70
  225,20190413,    1,   70
  225,20190413,    2,   60
  225,20190413,    3,   50
  225,20190413,    4,   50
  225,20190413,    5,   60
  225,20190413,    6,   60
  225,20190413,    7,   50
  225,20190413,    8,   50
  225,20190413,    9,   60
  225,20190413,   10,   60
  225,20190413,   11,   80
  225,20190413,   12,   80
  225,20190413,   13,   80
  225,20190413,   14,   80
  225,20190413,   15,   70
  225,20190413,   16,   80
  225,20190413,   17,   90
  225,20190413,   18,   80
  225,20190413,   19,   80
  225,20190413,   20,   60
  225,20190413,   21,   60
  225,20190413,   22,   60
  225,20190413,   23,   60
  225,20190413,   24,   60
  225,20190414,    1,   50
  225,20190414,    2,   50
  225,20190414,    3,   50
  225,20190414,    4,   50
  225,20190414,    5,   50
  225,20190414,    6,   60
  225,20190414,    7,   60
  225,20190414,    8,   70
  225,20190414,    9,   80
  225,20190414,   10,   70
  225,20190414,   11,   70
  225,20190414,   12,   70
  225,20190414,   13,   70
  225,20190414,   14,   70
  225,20190414,   15,   70
  225,20190414,   16,   80
  225,20190414,   17,   80
  225,20190414,   18,   70
  225,20190414,   19,   70
  225,20190414,   20,   60
  225,20190414,   21,   80
  225,20190414,   22,   70
  225,20190414,   23,   70
  225,20190414,   24,   50
  225,20190415,    1,   50
  225,20190415,    2,   50
  225,20190415,    3,   50
  225,20190415,    4,   40
  225,20190415,    5,   50
  225,20190415,    6,   50
  225,20190415,    7,   60
  225,20190415,    8,   70
  225,20190415,    9,   70
  225,20190415,   10,   60
  225,20190415,   11,   60
  225,20190415,   12,   70
  225,20190415,   13,   80
  225,20190415,   14,   80
  225,20190415,   15,   90
  225,20190415,   16,   90
  225,20190415,   17,   90
  225,20190415,   18,   70
  225,20190415,   19,   70
  225,20190415,   20,   80
  225,20190415,   21,   90
  225,20190415,   22,   90
  225,20190415,   23,   80
  225,20190415,   24,   80
  225,20190416,    1,   80
  225,20190416,    2,   80
  225,20190416,    3,   80
  225,20190416,    4,   80
  225,20190416,    5,  100
  225,20190416,    6,  110
  225,20190416,    7,  120
  225,20190416,    8,  110
  225,20190416,    9,  110
  225,20190416,   10,   90
  225,20190416,   11,   90
  225,20190416,   12,  100
  225,20190416,   13,   90
  225,20190416,   14,   90
  225,20190416,   15,   90
  225,20190416,   16,   80
  225,20190416,   17,   90
  225,20190416,   18,   90
  225,20190416,   19,   80
  225,20190416,   20,   80
  225,20190416,   21,   80
  225,20190416,   22,   70
  225,20190416,   23,   60
  225,20190416,   24,   40
  225,20190417,    1,   30
  225,20190417,    2,   20
  225,20190417,    3,   20
  225,20190417,    4,   20
  225,20190417,    5,   20
  225,20190417,    6,   20
  225,20190417,    7,   40
  225,20190417,    8,   50
  225,20190417,    9,   50
  225,20190417,   10,   40
  225,20190417,   11,   60
  225,20190417,   12,   50
  225,20190417,   13,   50
  225,20190417,   14,   40
  225,20190417,   15,   30
  225,20190417,   16,   40
  225,20190417,   17,   40
  225,20190417,   18,   30
  225,20190417,   19,   10
  225,20190417,   20,   20
  225,20190417,   21,   30
  225,20190417,   22,   40
  225,20190417,   23,   50
  225,20190417,   24,   60
  225,20190418,    1,   60
  225,20190418,    2,   60
  225,20190418,    3,   70
  225,20190418,    4,   60
  225,20190418,    5,   80
  225,20190418,    6,   80
  225,20190418,    7,   80
  225,20190418,    8,   80
  225,20190418,    9,   80
  225,20190418,   10,   80
  225,20190418,   11,   80
  225,20190418,   12,   90
  225,20190418,   13,   90
  225,20190418,   14,   90
  225,20190418,   15,   90
  225,20190418,   16,   90
  225,20190418,   17,   90
  225,20190418,   18,   80
  225,20190418,   19,   80
  225,20190418,   20,   60
  225,20190418,   21,   70
  225,20190418,   22,   60
  225,20190418,   23,   70
  225,20190418,   24,   90
  225,20190419,    1,   90
  225,20190419,    2,   90
  225,20190419,    3,   90
  225,20190419,    4,   90
  225,20190419,    5,   80
  225,20190419,    6,   90
  225,20190419,    7,   90
  225,20190419,    8,   80
  225,20190419,    9,   80
  225,20190419,   10,   60
  225,20190419,   11,   60
  225,20190419,   12,   70
  225,20190419,   13,   80
  225,20190419,   14,   70
  225,20190419,   15,   70
  225,20190419,   16,   70
  225,20190419,   17,   70
  225,20190419,   18,   60
  225,20190419,   19,   60
  225,20190419,   20,   60
  225,20190419,   21,   60
  225,20190419,   22,   60
  225,20190419,   23,   60
  225,20190419,   24,   60
  225,20190420,    1,   60
  225,20190420,    2,   60
  225,20190420,    3,   70
  225,20190420,    4,   70
  225,20190420,    5,   70
  225,20190420,    6,   70
  225,20190420,    7,   60
  225,20190420,    8,   60
  225,20190420,    9,   50
  225,20190420,   10,   60
  225,20190420,   11,   70
  225,20190420,   12,   70
  225,20190420,   13,   80
  225,20190420,   14,   80
  225,20190420,   15,   80
  225,20190420,   16,   80
  225,20190420,   17,   90
  225,20190420,   18,   90
  225,20190420,   19,   90
  225,20190420,   20,   90
  225,20190420,   21,   90
  225,20190420,   22,   90
  225,20190420,   23,   80
  225,20190420,   24,   80
  225,20190421,    1,   80
  225,20190421,    2,   80
  225,20190421,    3,   70
  225,20190421,    4,   60
  225,20190421,    5,   60
  225,20190421,    6,   60
  225,20190421,    7,   60
  225,20190421,    8,   60
  225,20190421,    9,   50
  225,20190421,   10,   50
  225,20190421,   11,   60
  225,20190421,   12,   50
  225,20190421,   13,   50
  225,20190421,   14,   40
  225,20190421,   15,   30
  225,20190421,   16,   40
  225,20190421,   17,   40
  225,20190421,   18,   60
  225,20190421,   19,   50
  225,20190421,   20,   60
  225,20190421,   21,   60
  225,20190421,   22,   60
  225,20190421,   23,   60
  225,20190421,   24,   50
  225,20190422,    1,   40
  225,20190422,    2,   50
  225,20190422,    3,   50
  225,20190422,    4,   50
  225,20190422,    5,   60
  225,20190422,    6,   60
  225,20190422,    7,   60
  225,20190422,    8,   50
  225,20190422,    9,   60
  225,20190422,   10,   60
  225,20190422,   11,   70
  225,20190422,   12,   80
  225,20190422,   13,   80
  225,20190422,   14,   80
  225,20190422,   15,   70
  225,20190422,   16,   80
  225,20190422,   17,   90
  225,20190422,   18,   80
  225,20190422,   19,   70
  225,20190422,   20,   80
  225,20190422,   21,   90
  225,20190422,   22,   80
  225,20190422,   23,   80
  225,20190422,   24,   90
  225,20190423,    1,   90
  225,20190423,    2,   90
  225,20190423,    3,   80
  225,20190423,    4,   80
  225,20190423,    5,   80
  225,20190423,    6,   90
  225,20190423,    7,  100
  225,20190423,    8,   90
  225,20190423,    9,   90
  225,20190423,   10,  100
  225,20190423,   11,  110
  225,20190423,   12,  110
  225,20190423,   13,  110
  225,20190423,   14,  100
  225,20190423,   15,   80
  225,20190423,   16,   80
  225,20190423,   17,   70
  225,20190423,   18,   60
  225,20190423,   19,   40
  225,20190423,   20,   50
  225,20190423,   21,   50
  225,20190423,   22,   60
  225,20190423,   23,   60
  225,20190423,   24,   60
  225,20190424,    1,   60
  225,20190424,    2,   40
  225,20190424,    3,   40
  225,20190424,    4,   40
  225,20190424,    5,   50
  225,20190424,    6,   50
  225,20190424,    7,   50
  225,20190424,    8,   50
  225,20190424,    9,   60
  225,20190424,   10,   70
  225,20190424,   11,   80
  225,20190424,   12,   90
  225,20190424,   13,  100
  225,20190424,   14,  100
  225,20190424,   15,  100
  225,20190424,   16,   80
  225,20190424,   17,  100
  225,20190424,   18,   60
  225,20190424,   19,  100
  225,20190424,   20,   80
  225,20190424,   21,   40
  225,20190424,   22,   40
  225,20190424,   23,   60
  225,20190424,   24,   60
  225,20190425,    1,   50
  225,20190425,    2,   50
  225,20190425,    3,   40
  225,20190425,    4,   50
  225,20190425,    5,   50
  225,20190425,    6,   60
  225,20190425,    7,   60
  225,20190425,    8,   60
  225,20190425,    9,   60
  225,20190425,   10,   80
  225,20190425,   11,   60
  225,20190425,   12,   80
  225,20190425,   13,   70
  225,20190425,   14,   70
  225,20190425,   15,   90
  225,20190425,   16,   60
  225,20190425,   17,   70
  225,20190425,   18,   70
  225,20190425,   19,   90
  225,20190425,   20,   50
  225,20190425,   21,   30
  225,20190425,   22,   30
  225,20190425,   23,   30
  225,20190425,   24,   40
  225,20190426,    1,   40
  225,20190426,    2,   50
  225,20190426,    3,   40
  225,20190426,    4,   50
  225,20190426,    5,   50
  225,20190426,    6,   50
  225,20190426,    7,   50
  225,20190426,    8,   70
  225,20190426,    9,   70
  225,20190426,   10,   70
  225,20190426,   11,   60
  225,20190426,   12,   70
  225,20190426,   13,   60
  225,20190426,   14,   60
  225,20190426,   15,   50
  225,20190426,   16,   50
  225,20190426,   17,   50
  225,20190426,   18,   60
  225,20190426,   19,   50
  225,20190426,   20,   50
  225,20190426,   21,   60
  225,20190426,   22,   60
  225,20190426,   23,   70
  225,20190426,   24,   80
  225,20190427,    1,  100
  225,20190427,    2,   90
  225,20190427,    3,   70
  225,20190427,    4,   90
  225,20190427,    5,  100
  225,20190427,    6,   90
  225,20190427,    7,  110
  225,20190427,    8,  130
  225,20190427,    9,  140
  225,20190427,   10,  140
  225,20190427,   11,  130
  225,20190427,   12,  130
  225,20190427,   13,  130
  225,20190427,   14,  140
  225,20190427,   15,  140
  225,20190427,   16,  130
  225,20190427,   17,  130
  225,20190427,   18,  130
  225,20190427,   19,  120
  225,20190427,   20,  120
  225,20190427,   21,  100
  225,20190427,   22,  100
  225,20190427,   23,  100
  225,20190427,   24,  100
  225,20190428,    1,  100
  225,20190428,    2,   90
  225,20190428,    3,   70
  225,20190428,    4,   60
  225,20190428,    5,   50
  225,20190428,    6,   40
  225,20190428,    7,   30
  225,20190428,    8,   40
  225,20190428,    9,   40
  225,20190428,   10,   30
  225,20190428,   11,   30
  225,20190428,   12,   20
  225,20190428,   13,   20
  225,20190428,   14,   20
  225,20190428,   15,   30
  225,20190428,   16,   40
  225,20190428,   17,   50
  225,20190428,   18,   50
  225,20190428,   19,   50
  225,20190428,   20,   60
  225,20190428,   21,   60
  225,20190428,   22,   40
  225,20190428,   23,   30
  225,20190428,   24,   40
  225,20190429,    1,   50
  225,20190429,    2,   40
  225,20190429,    3,   30
  225,20190429,    4,   20
  225,20190429,    5,   30
  225,20190429,    6,   30
  225,20190429,    7,   40
  225,20190429,    8,   30
  225,20190429,    9,   40
  225,20190429,   10,   50
  225,20190429,   11,   60
  225,20190429,   12,   60
  225,20190429,   13,   70
  225,20190429,   14,   70
  225,20190429,   15,   80
  225,20190429,   16,   80
  225,20190429,   17,   80
  225,20190429,   18,   80
  225,20190429,   19,   80
  225,20190429,   20,   80
  225,20190429,   21,   60
  225,20190429,   22,   60
  225,20190429,   23,   60
  225,20190429,   24,   60
  225,20190430,    1,   60
  225,20190430,    2,   60
  225,20190430,    3,   60
  225,20190430,    4,   60
  225,20190430,    5,   50
  225,20190430,    6,   40
  225,20190430,    7,   40
  225,20190430,    8,   40
  225,20190430,    9,   50
  225,20190430,   10,   50
  225,20190430,   11,   60
  225,20190430,   12,   60
  225,20190430,   13,   50
  225,20190430,   14,   60
  225,20190430,   15,   60
  225,20190430,   16,   60
  225,20190430,   17,   60
  225,20190430,   18,   50
  225,20190430,   19,   40
  225,20190430,   20,   30
  225,20190430,   21,   30
  225,20190430,   22,   40
  225,20190430,   23,   30
  225,20190430,   24,   30
  225,20190501,    1,   30
  225,20190501,    2,   20
  225,20190501,    3,   20
  225,20190501,    4,   10
  225,20190501,    5,   20
  225,20190501,    6,   20
  225,20190501,    7,   20
  225,20190501,    8,   20
  225,20190501,    9,   20
  225,20190501,   10,   20
  225,20190501,   11,   20
  225,20190501,   12,   20
  225,20190501,   13,   30
  225,20190501,   14,   30
  225,20190501,   15,   30
  225,20190501,   16,   30
  225,20190501,   17,   30
  225,20190501,   18,   30
  225,20190501,   19,   30
  225,20190501,   20,   40
  225,20190501,   21,   40
  225,20190501,   22,   40
  225,20190501,   23,   40
  225,20190501,   24,   60
  225,20190502,    1,   60
  225,20190502,    2,   60
  225,20190502,    3,   60
  225,20190502,    4,   50
  225,20190502,    5,   40
  225,20190502,    6,   50
  225,20190502,    7,   60
  225,20190502,    8,   60
  225,20190502,    9,   50
  225,20190502,   10,   60
  225,20190502,   11,   60
  225,20190502,   12,   60
  225,20190502,   13,   70
  225,20190502,   14,   70
  225,20190502,   15,   80
  225,20190502,   16,   80
  225,20190502,   17,   90
  225,20190502,   18,   80
  225,20190502,   19,   80
  225,20190502,   20,   80
  225,20190502,   21,   80
  225,20190502,   22,   70
  225,20190502,   23,   80
  225,20190502,   24,   70
  225,20190503,    1,   80
  225,20190503,    2,   80
  225,20190503,    3,   80
  225,20190503,    4,   80
  225,20190503,    5,   80
  225,20190503,    6,   70
  225,20190503,    7,   70
  225,20190503,    8,   60
  225,20190503,    9,   50
  225,20190503,   10,   50
  225,20190503,   11,   50
  225,20190503,   12,   50
  225,20190503,   13,   70
  225,20190503,   14,   70
  225,20190503,   15,   70
  225,20190503,   16,   70
  225,20190503,   17,   70
  225,20190503,   18,   80
  225,20190503,   19,   90
  225,20190503,   20,   80
  225,20190503,   21,   70
  225,20190503,   22,   80
  225,20190503,   23,   80
  225,20190503,   24,   90
  225,20190504,    1,   90
  225,20190504,    2,  100
  225,20190504,    3,  100
  225,20190504,    4,   80
  225,20190504,    5,  110
  225,20190504,    6,  120
  225,20190504,    7,  110
  225,20190504,    8,  120
  225,20190504,    9,  120
  225,20190504,   10,  120
  225,20190504,   11,  120
  225,20190504,   12,  120
  225,20190504,   13,  110
  225,20190504,   14,  110
  225,20190504,   15,  100
  225,20190504,   16,  110
  225,20190504,   17,  100
  225,20190504,   18,  110
  225,20190504,   19,   90
  225,20190504,   20,  100
  225,20190504,   21,  100
  225,20190504,   22,  110
  225,20190504,   23,   70
  225,20190504,   24,   40
  225,20190505,    1,   80
  225,20190505,    2,  110
  225,20190505,    3,  100
  225,20190505,    4,  110
  225,20190505,    5,   80
  225,20190505,    6,  110
  225,20190505,    7,  100
  225,20190505,    8,  100
  225,20190505,    9,  110
  225,20190505,   10,  110
  225,20190505,   11,   90
  225,20190505,   12,   90
  225,20190505,   13,   90
  225,20190505,   14,  100
  225,20190505,   15,   80
  225,20190505,   16,   70
  225,20190505,   17,   70
  225,20190505,   18,   80
  225,20190505,   19,   70
  225,20190505,   20,   70
  225,20190505,   21,   60
  225,20190505,   22,   80
  225,20190505,   23,   60
  225,20190505,   24,   60
  225,20190506,    1,   80
  225,20190506,    2,   80
  225,20190506,    3,   70
  225,20190506,    4,   70
  225,20190506,    5,   60
  225,20190506,    6,   50
  225,20190506,    7,   60
  225,20190506,    8,   50
  225,20190506,    9,   40
  225,20190506,   10,   60
  225,20190506,   11,   70
  225,20190506,   12,   60
  225,20190506,   13,   80
  225,20190506,   14,   70
  225,20190506,   15,   60
  225,20190506,   16,   30
  225,20190506,   17,   50
  225,20190506,   18,   60
  225,20190506,   19,   50
  225,20190506,   20,   40
  225,20190506,   21,   30
  225,20190506,   22,   30
  225,20190506,   23,   30
  225,20190506,   24,   30
  225,20190507,    1,   20
  225,20190507,    2,   30
  225,20190507,    3,   30
  225,20190507,    4,   30
  225,20190507,    5,   30
  225,20190507,    6,   30
  225,20190507,    7,   40
  225,20190507,    8,   40
  225,20190507,    9,   40
  225,20190507,   10,   40
  225,20190507,   11,   50
  225,20190507,   12,   50
  225,20190507,   13,   50
  225,20190507,   14,   60
  225,20190507,   15,   70
  225,20190507,   16,   50
  225,20190507,   17,   30
  225,20190507,   18,   20
  225,20190507,   19,   20
  225,20190507,   20,   10
  225,20190507,   21,   20
  225,20190507,   22,   30
  225,20190507,   23,   30
  225,20190507,   24,   40
  225,20190508,    1,   40
  225,20190508,    2,   40
  225,20190508,    3,   40
  225,20190508,    4,   40
  225,20190508,    5,   40
  225,20190508,    6,   50
  225,20190508,    7,   50
  225,20190508,    8,   50
  225,20190508,    9,   50
  225,20190508,   10,   50
  225,20190508,   11,   60
  225,20190508,   12,   70
  225,20190508,   13,   70
  225,20190508,   14,   70
  225,20190508,   15,   60
  225,20190508,   16,   90
  225,20190508,   17,  100
  225,20190508,   18,   90
  225,20190508,   19,   90
  225,20190508,   20,  100
  225,20190508,   21,   90
  225,20190508,   22,  100
  225,20190508,   23,  100
  225,20190508,   24,   90
  225,20190509,    1,   80
  225,20190509,    2,   70
  225,20190509,    3,   60
  225,20190509,    4,   50
  225,20190509,    5,   60
  225,20190509,    6,   60
  225,20190509,    7,   60
  225,20190509,    8,   80
  225,20190509,    9,   70
  225,20190509,   10,   70
  225,20190509,   11,   80
  225,20190509,   12,   90
  225,20190509,   13,   80
  225,20190509,   14,   80
  225,20190509,   15,   60
  225,20190509,   16,   50
  225,20190509,   17,   50
  225,20190509,   18,   40
  225,20190509,   19,   40
  225,20190509,   20,   40
  225,20190509,   21,   30
  225,20190509,   22,   50
  225,20190509,   23,   70
  225,20190509,   24,   70
  225,20190510,    1,   70
  225,20190510,    2,   60
  225,20190510,    3,   70
  225,20190510,    4,   80
  225,20190510,    5,   70
  225,20190510,    6,   70
  225,20190510,    7,   60
  225,20190510,    8,   50
  225,20190510,    9,   50
  225,20190510,   10,   50
  225,20190510,   11,   40
  225,20190510,   12,   30
  225,20190510,   13,   30
  225,20190510,   14,   30
